candidate,family,split,cagr,sharpe,max_drawdown,avg_month,median_month,worst_month,best_month,positive_month_pct,month_ge_10_pct,months
risk_managed_momentum_252-5-21-20-150,risk_managed_momentum,full,0.24243520801327612,1.1932888427837653,-0.32316672184654105,0.019675117787506996,0.006069480214878964,-0.15383596203384775,0.2168993437427349,0.5263157894736842,0.07236842105263158,152
risk_managed_momentum_252-5-21-35-200,risk_managed_momentum,train,0.3246311570034328,1.0765120097121956,-0.4392470967585135,0.02748007745159502,0.0030362404143365884,-0.22898972071350743,0.37528412824895585,0.5092592592592593,0.17592592592592593,108
risk_managed_momentum_252-5-21-35-200,risk_managed_momentum,test,0.6309676463654827,1.5268531870696762,-0.23051485765686697,0.04555461497012709,0.04044285145405657,-0.13141292215030054,0.2742828323003832,0.5681818181818182,0.2727272727272727,44
risk_managed_momentum_252-5-21-35-200,risk_managed_momentum,full,0.4053318923912266,1.2171750314235033,-0.4735080413414211,0.03271218041748588,0.007808952111272194,-0.22898972071350743,0.37528412824895585,0.5263157894736842,0.20394736842105263,152
lowvol_momentum_252-5-21,lowvol_momentum,train,0.13106864658189998,0.8086907121628976,-0.23668478808193472,0.011169154061625696,0.0,-0.09784273357390161,0.21271174770069323,0.48148148148148145,0.018518518518518517,108
lowvol_momentum_252-5-21,lowvol_momentum,test,0.3556491199244649,1.6284584718048254,-0.18201478270853755,0.027038578561451435,0.01606499213619139,-0.08600753406813211,0.27566087795818794,0.6363636363636364,0.06818181818181818,44
lowvol_momentum_252-5-21,lowvol_momentum,full,0.19082843785359893,1.0655430899585205,-0.23928405453570367,0.015762934837891047,0.002339120043513776,-0.09784273357390161,0.27566087795818794,0.5263157894736842,0.03289473684210526,152
atr_trend_126-3.0-10-5,atr_trend,train,0.2684073500320543,1.0810615542759867,-0.38304846051421104,0.022801202020426008,0.0,-0.16307843539134037,0.41193761722292854,0.39814814814814814,0.12962962962962962,108
atr_trend_126-3.0-10-5,atr_trend,test,0.4319289247277758,1.5278693066799105,-0.18766798948672014,0.03273097190440412,0.026214800744481015,-0.13190217754373945,0.3979490990197234,0.6363636363636364,0.09090909090909091,44
atr_trend_126-3.0-10-5,atr_trend,full,0.31289259464603525,1.2110056789007995,-0.38304846051421104,0.025675609092103882,0.0,-0.16307843539134037,0.41193761722292854,0.46710526315789475,0.11842105263157894,152
atr_trend_126-4.0-10-5,atr_trend,train,0.20961350032210357,0.9124346306795748,-0.4456416150598488,0.01815011338866283,0.0,-0.16411335859712683,0.2684739326711867,0.46296296296296297,0.10185185185185185,108
atr_trend_126-4.0-10-5,atr_trend,test,0.38233474129573874,1.6312294004681356,-0.16562366036421428,0.028812181839427898,0.026761913847764274,-0.13147137411734644,0.20638899667050525,0.6363636363636364,0.11363636363636363,44
atr_trend_126-4.0-10-5,atr_trend,full,0.25639098522944015,1.0982991396714923,-0.4456416150598488,0.02123650162441061,0.002558170331346421,-0.16411335859712683,0.2684739326711867,0.5131578947368421,0.10526315789473684,152
atr_trend_252-3.0-10-5,atr_trend,train,0.23389879545016723,0.9980959324330027,-0.3054542291982165,0.01985492458092703,0.0,-0.16307843539134037,0.2684739326711867,0.37037037037037035,0.12037037037037036,108
atr_trend_252-3.0-10-5,atr_trend,test,0.4496995755369797,1.582750144643785,-0.18800352732926673,0.03391910410526638,0.027616542288440238,-0.14694391479213753,0.3979490990197234,0.6590909090909091,0.13636363636363635,44
atr_trend_252-3.0-10-5,atr_trend,full,0.29174869611320986,1.1716927101841061,-0.3054542291982165,0.02392613444323579,0.0,-0.16307843539134037,0.3979490990197234,0.45394736842105265,0.125,152
atr_trend_252-4.0-10-5,atr_trend,train,0.24024004043462943,1.038437834489841,-0.2850568557581964,0.020045661657189736,0.0,-0.16411335859712683,0.2684739326711867,0.4351851851851852,0.10185185185185185,108
atr_trend_252-4.0-10-5,atr_trend,test,0.45291040097442425,1.662605313637881,-0.17287994864159284,0.03402230318925664,0.030076055904046273,-0.13598952748748183,0.3979490990197234,0.6363636363636364,0.1590909090909091,44
atr_trend_252-4.0-10-5,atr_trend,full,0.29731227622886447,1.220505325128578,-0.2850568557581964,0.024091531574366998,0.0,-0.16411335859712683,0.3979490990197234,0.4934210526315789,0.11842105263157894,152
ensemble_20-150,ensemble,train,0.1947943285357423,1.0880081583912176,-0.20646399478820154,0.016200072041000987,0.007928362409943324,-0.11774551647666409,0.14708107595266018,0.5370370370370371,0.06481481481481481,108
ensemble_20-150,ensemble,test,0.3623936060123143,1.558214391536973,-0.13799853419272157,0.02731114420478624,0.022709376464721265,-0.08738892998048609,0.17461407794608808,0.6136363636363636,0.13636363636363635,44
